Year	Country	What we tested	What we hoped to learn	What we learnt
2023	Indonesia	Script 	Which of the 3 scripts performs better: am i not diligent enough in asking? is my almsgiving not enough? are my words wrong in prayer?	Test 1c perform well than other scripts test
2023	Indonesia	Format	Which of the 4 Format performs better: multiple video, multiple image, single video + sound effect, multiple background?	*no winning data
2023	Indonesia	Script 	Which of the 3 scripts performs better: we lose to anger, thirst/hunger, entertainment from phones?	Topic 1b got more ITJ than other topics (3,834 ITJ). aud AUD0.0025 per 15.59% views
2023	Indonesia	Format	Which of the 4 Format performs better: single tutorial video, multiple video, loop bg, multiple image?	Even test 2a got 12,880 reach, this format test got higher ITJ (3,586 ITJ). aud AUD0.0024 per 27.84% views)
2023	Indonesia	Video elemets 	Testing which of the 4 elements is perform better for audience:tutorial cara buat ketupat, tutorial cara buat kolak, tutorial cara buat takjil, tutorial cara buat pisang ijo?	3c test got lower cost per ITJ than other element test (aud AUD0.0028) aud AUD0.0028 per 23.42% views
2023	Indonesia	Script 	Which of the 3 scripts performs better: faced with death of loved one, loss of property, deadly illness?	Test 1a topic more relateable to audience. aud AUD0.0019 per 22.43% views
2023	Indonesia	Format	Which of the 4 Format performs better: multiple video, single video, single image, background?	Test 2b got more ITJ than other Format aud AUD0.0006 per 140.69% views
2023	Indonesia	Video elemets 	Testing which of the 4 elements is perform better for audience: thunder video, hurricane video, volcano video, flood video?	Test 3c almost got a perfect ITJ / reach percentage than other elements test (99.00%) aud AUD0.0012 per 99.00% views
2023	Indonesia	Script 	Which of the 3 scripts performs better: will luxury make us arrogant, uncaring, forgetful of worship?	Script 1b got more ITJ than others (6,948 ITJ). aud AUD0.0013 per 88.31% views
2023	Indonesia	Format	Which of the 4 Format performs better: single image, multiple video, loop background, text only?	Test 2a got more ITJ / reach percentage than other Format test (89.78%). aud AUD0.0015 per 89.78% views
2023	Indonesia	Video elemets 	Testing which of the 4 elements is perform better for audience: money, gold coin, diamond, pearl necklace?	Test 3c got more ITJ than other elements test... aud AUD0.0012 per 97.29% views
2023	Indonesia	Script 	Which of the 3 scripts performs better: trauma from losing loved one, failed business, incurable illness?	Test 1c got more ITJ than other scripts test aud AUD0.0006 per 108.99% views
2023	Indonesia	Format	Which of the 4 Format performs better: single video, multiple image, single image, d-id ai video?	Trying new ai Format (d-id) and performed well than other Format aud AUD0.0010 per 82.02% views
2023	Indonesia	Video elemets 	Testing which of the 4 elements is perform better for audience: male doctor, female doctor, nurse, male patient?	1 ITJ difference from 3d test aud AUD0.0005 per 116.69% views
2023	Indonesia	Script 	Which of the 3 scripts performs better: better to die than suffer, live without hope, die painfully?	Test 1b got more ITJ than other scripts test, and there is a difference of 49 ITJ with test 3c. aud AUD0.0005 per 119.41% views
2023	Indonesia	Format	Which of the 4 Format performs better: multiple image, multiple video, single video, single image?	Test 2c perform well than other Format aud AUD0.0016 per 41.13% views
2023	Indonesia	Video elemets 	Testing which of the 4 elements is perform better for audience: mountain, waterfall, sky, river?	Tes 3a got more ITJ / reach percentage than other elements test (58.10%) aud AUD0.0014 per 58.10% views
2023	Indonesia	Script 	Which of the 3 scripts performs better: hope for a better life, hope for success, or hope for happiness?	Test 1a (hope for a better life) performed best. aud AUD0.0016 per 30.50% views
2023	Indonesia	Format	Which of the 4 Format performs better: single image, multiple video, looping bg, or text animation?	Looping bg format is more effective. aud AUD0.0014 per 40.50% views
2023	Indonesia	Video elemets 	Which of the 4 elements performs better: sun, moon, star, or rainbow?	Sun element performed well. aud AUD0.0013 per 45.50% views
2023	Indonesia	Script 	Which of the 3 scripts performs better: answered prayers, unanswered prayers, or prayers in times of need?	Test 1b (answered prayers) got more ITJ. aud AUD0.0018 per 25.50% views
2023	Indonesia	Format	Which of the 4 Format performs better: single video, multiple image, looping bg, or text animation?	Looping bg format performed well. aud AUD0.0016 per 30.50% views
2023	Japan	Script 	Testing line 1 script differences	Version a won. line "疲れてうんざりしている人へ"
2023	Japan	Script 	Testing how japanese response to how god wants to help them	 Had 1000+ views but low click rate
2023	Japan	Keywords	Find out which keywords japanese respond the most	Version c won with keywords: meaning & hope in japanese 人生の意味(meaning of life) and 希望 (hope for future)
2023	Japan	Keywords	Which keywords people respond the most:Testing: failure, stopping, giving up, losing	Version c won with the lines "止めようとあらゆる手を尽くしたが、できなかった". in english (it says: i've tried everything but still can't.)
2023	Japan	Format	Testing square vs vertical voice over, Which dimension will get better response	Version with vertical won, seems like voice over is getting good response, also protection theme has good response, keywords were (anxiety and fear)
2023	Japan	Keywords	Testing the keywords: storm in life as problems, in relationships, marriages, finances, and work	Version b won. lines "あなたの財政の嵐あなたの人間関係の嵐" in english its about finance and relationships. but overall results werent so good. looks like storm in japanese isn't used as metaphor regarding challenges.
2023	Japan	Keywords	I wanted to test some japanese keywords (tasukeru -- to save, jitto shiteru -- stay still) and i also wanted to check response from this style of call to actioin).	It had somewhat low response rate, given than we had 28000 plus viewership but only 38 clicks. maybe this style of content is not very convincing. thinking of changing the style a bit.
2023	Japan	Keywords	I want to test out keyword rejection, worth, identity, finding identity. We want to learn which of the words resonate the most	Seems like "identity" "アイデンティティ" has an impact to japanese. with 36 clicks and 35 watching whole thing, tat was really good retention. meg has good connection, i think. and also the bgm helped as well, it was more cinematic style.
2023	Japan	VO	I want to test how voice over performs over other styles	It had 28 clicks and 96 watching till end. it seems like voice over has better response rate. or rather, keeping the video the same throughout satisfies audience expectation. compared to previous style of changing intro / mid / outro.
2023	Japan	Keywords	I want to test keywords regarding human hearts needs. (keywords such as "longing / fitting in / satisfaction"	Perhaps the title might be a little religious, so that's why it didnt get more views as i would've wanted. i'll try to make titles simpler next time.
2023	Japan	Keywords	Testing keywords and title and re-confirming. I want to see how people respond with bible words / name on the title	As expected, we're getting less response with biblical words. i think it needs to be japanese culture centered, or relevance with their society rather than using biblical words
2023	Japan	Topic	I want to see japanese response to church idea. Let's find out if there are any interest for church in japan	Apparently not. with 0 clicks and just 1 viewership. the idea of church is very low interest for japanese
2023	Thailand	Stage 1: scripts, stage 2: Format, stage 3: 5sec openings	We want to learn what people think about god/spiritual creation. main learning: script "whatever happens in our life is not by chance" won; artblog format was most effective; stage 2 winner video won for sound. the 40-50 age group was dominant, and males had better ITJ than females.	1 b ITJ: 7,229 cost per ITJ:AUD1.03, 2 a ITJ: 6,798 cost per ITJ: AUD1.07, 3a ITJ: 2,669 cost per ITJ: AUD1.09
2023	Thailand	Stage 1: scripts, stage 2: Format, stage 3: 5sec openings	We want to learn what people think about god/spiritual - good vs evil. main learning: script "why do good people receive bad things?" won; male synthesia format was effective; stage 2 winner video won for sound. the 40-50 age group was dominant, and males had better ITJ than females.	1 a ITJ: 7,109 cost per ITJ: AUD1.04, 2d ITJ: 3,748 cost per ITJ: AUD1.07, 3 a ITJ: 3,421 cost per ITJ: AUD1.18
2023	Thailand	Stage 1: scripts, stage 2: Format, stage 3: 5sec openings	We want to learn what people think about suffering/physical need - comfort. main learning: script "will anyone comfort me?" won; artblog format was effective; stage 2 winner video won for sound. the 40-50 age group was dominant, and males had better ITJ than females.	1 b ITJ: 5,227 cost per ITJ: AUD1.32, 2 b ITJ: 3,948 cost per ITJ: AUD1.01, 3 a ITJ: 1,950 cost per ITJ: AUD1.45
2023	Thailand	Stage 1: scripts, stage 2: Format, stage 3: 5sec openings	We want to learn what people think about suffering/physical need - comfort. main learning: script "true love" won; male synthesia format was effective. the 40-50 age group was dominant, and males had better ITJ than females.	1 c ITJ: 2,040 cost per ITJ: AUD1.53, 2d ITJ: 1,833 cost per ITJ: AUD1.26
2023	Thailand	Stage 1: scripts stage 2: Format stage 3: 5sec openings	We want to learn what people think about suffering/physical need - reliable. main learning: script "the pain when people let us down" won; artblog format was effective; stage 2 winner video won for sound. the 40-50 age group was dominant, and males had better ITJ than females.	1 b ITJ: 74 cost per ITJ: AUD26.12, 2 c ITJ:1,123 cost per ITJ: AUD1.65, 3a ITJ: 1,570 cost per ITJ: AUD1.43
2023	Thailand	Stage 1: scripts, stage 2: Format, stage 3: 5sec openings	We want to learn what people think about god/spiritual - kindness. main learning: script "are you tired of being kind?" won; female synthesia format was effective; female vo won for sound. the 40-50 age group was dominant, and males had better ITJ than females.	1 b ITJ: 2,363 cost per ITJ: AUD1.14, 2 c ITJ: 2,401 cost per ITJ: AUD1.09, 3b ITJ: 2,067 cost per ITJ: AUD0.98
2023	Thailand	Stage 1: scripts, stage 2: Format, stage 3: 5sec openings	We want to learn what people think about god/spiritual - redemption. main learning: script "the pain when people let us down" won; female synthesia format was effective; stage 2 winner video won for sound. the 40-50 age group was dominant, and males had better ITJ than females.	1 b ITJ: 87 cost per ITJ: AUD35.53, 2 c ITJ: 51 cost per ITJ: AUD57.67, 3a ITJ: 55 cost per ITJ: AUD35.42
